AIRPORT,Year,Rank,DomesticINBOUND,DomesticOUTBOUND,DomesticTOTAL,internationalINBOUND,internationalOUTBOUND,internationalTOTAL,totalINBOUND,totalOUTBOUND,totalTOTAL
BILOELA,2016,-,384,384,768,0,0,0,384,384,768
BRISBANE,1985,3,23887,23946,47833,2190,2190,4380,26077,26136,52213
BRISBANE,1986,4,23870,23847,47717,2834,2798,5632,26704,26645,53349
BRISBANE,1987,3,26876,26871,53747,3244,3261,6505,30120,30132,60252
BRISBANE,1988,3,30682,30503,61185,4257,4253,8510,34939,34756,69695
BRISBANE,1989,3,25201,24942,50143,4572,4598,9170,29773,29540,59313
BRISBANE,1990,3,28849,29397,58246,5290,5281,10571,34139,34678,68817
BRISBANE,1991,3,38458,38280,76738,5811,5793,11604,44269,44073,88342
BRISBANE,1992,3,42887,42745,85632,6040,6038,12078,48927,48783,97710
BRISBANE,1993,3,44070,44168,88238,6727,6716,13443,50797,50884,101681
BRISBANE,1994,3,48200,48403,96603,7344,7132,14476,55544,55535,111079
BRISBANE,1995,3,52019,52251,104270,8574,8291,16865,60593,60542,121135
BRISBANE,1996,3,54941,55210,110151,9206,8871,18077,64147,64081,128228
BRISBANE,1997,3,52986,53152,106138,9577,9311,18888,62563,62463,125026
BRISBANE,1998,3,53752,53941,107693,9338,9082,18420,63090,63023,126113
BRISBANE,1999,3,56887,57120,114007,8787,8523,17310,65674,65643,131317
BRISBANE,2000,3,61200,61322,122522,8912,8680,17592,70112,70002,140114
BRISBANE,2001,3,63074,63139,126213,8762,8687,17449,71836,71826,143662
BRISBANE,2002,3,51201,51233,102434,8698,8702,17400,59899,59935,119834
BRISBANE,2003,3,49600,49634,99234,8350,8350,16700,57950,57984,115934
BRISBANE,2004,3,56477,56578,113055,10513,10525,21038,66990,67103,134093
BRISBANE,2005,3,59586,59653,119239,11297,11300,22597,70883,70953,141836
BRISBANE,2006,3,60027,59990,120017,11488,11477,22965,71515,71467,142982
BRISBANE,2007,3,61489,61498,122987,11928,11917,23845,73417,73415,146832
BRISBANE,2008,3,65257,65234,130491,12969,12965,25934,78226,78199,156425
BRISBANE,2009,3,64277,64199,128476,13230,13211,26441,77507,77410,154917
BRISBANE,2010,3,68894,69000,137894,13491,13510,27001,82385,82510,164895
BRISBANE,2011,3,72381,72238,144619,13709,13700,27409,86090,85938,172028
BRISBANE,2012,3,78727,78941,157668,13272,13346,26618,91999,92287,184286
BRISBANE,2013,3,82078,82159,164237,13936,14150,28086,96014,96309,192323
BRISBANE,2014,3,82551,82828,165379,14520,14592,29112,97071,97420,194491
BRISBANE,2015,3,82477,82799,165276,14566,14567,29133,97043,97366,194409
BRISBANE,2016,3,80580,80906,161486,15136,15168,30304,95716,96074,191790
BROKEN HILL,1985,-,1010,1021,2031,0,0,0,1010,1021,2031
BROKEN HILL,1986,-,1320,1323,2643,0,0,0,1320,1323,2643
BROKEN HILL,1987,-,1254,1285,2539,0,0,0,1254,1285,2539
BROKEN HILL,1988,-,1406,1335,2741,0,0,0,1406,1335,2741
BROKEN HILL,1989,-,1326,1238,2564,0,0,0,1326,1238,2564
BROKEN HILL,1990,-,1530,1325,2855,0,0,0,1530,1325,2855
BROKEN HILL,1991,-,1549,1335,2884,0,0,0,1549,1335,2884
BROKEN HILL,1992,-,1360,1336,2696,0,0,0,1360,1336,2696
BROKEN HILL,1993,-,1338,1366,2704,0,0,0,1338,1366,2704
BROKEN HILL,1994,-,1318,1384,2702,0,0,0,1318,1384,2702
BROKEN HILL,1995,-,1313,1333,2646,0,0,0,1313,1333,2646
BROKEN HILL,1996,-,1295,1297,2592,0,0,0,1295,1297,2592
BROKEN HILL,1997,-,1330,1326,2656,0,0,0,1330,1326,2656
BROKEN HILL,1998,-,1366,1369,2735,0,0,0,1366,1369,2735
BROKEN HILL,1999,-,1576,1542,3118,0,0,0,1576,1542,3118
BROKEN HILL,2000,-,1524,1479,3003,0,0,0,1524,1479,3003
BROKEN HILL,2001,-,1134,1138,2272,0,0,0,1134,1138,2272
BROKEN HILL,2002,-,1030,1026,2056,0,0,0,1030,1026,2056
BROKEN HILL,2003,-,1139,1141,2280,0,0,0,1139,1141,2280
BROKEN HILL,2004,-,1172,1171,2343,0,0,0,1172,1171,2343
BROKEN HILL,2005,-,1211,1210,2421,0,0,0,1211,1210,2421
BROKEN HILL,2006,-,1205,1204,2409,0,0,0,1205,1204,2409
BROKEN HILL,2007,-,1344,1343,2687,0,0,0,1344,1343,2687
BROKEN HILL,2008,-,1417,1417,2834,0,0,0,1417,1417,2834
BROKEN HILL,2009,-,1341,1340,2681,0,0,0,1341,1340,2681
BROKEN HILL,2010,-,1404,1405,2809,0,0,0,1404,1405,2809
BROKEN HILL,2011,-,1398,1397,2795,0,0,0,1398,1397,2795
BROKEN HILL,2012,-,1625,1625,3250,0,0,0,1625,1625,3250
BROKEN HILL,2013,-,1839,1834,3673,0,0,0,1839,1834,3673
BROKEN HILL,2014,-,1819,1832,3651,0,0,0,1819,1832,3651
BROKEN HILL,2015,-,1783,1802,3585,0,0,0,1783,1802,3585
BROKEN HILL,2016,-,1770,1768,3538,0,0,0,1770,1768,3538
BROOME,1985,-,933,935,1868,0,0,0,933,935,1868
BROOME,1986,-,923,938,1861,0,0,0,923,938,1861
BROOME,1987,-,915,925,1840,0,0,0,915,925,1840
BROOME,1988,-,1151,1155,2306,0,0,0,1151,1155,2306
BROOME,1989,-,1080,1068,2148,0,0,0,1080,1068,2148
BROOME,1990,-,1326,1291,2617,0,0,0,1326,1291,2617
BROOME,1991,-,1302,1263,2565,0,0,0,1302,1263,2565
BROOME,1992,-,1366,1334,2700,0,0,0,1366,1334,2700
BROOME,1993,-,1325,1318,2643,0,0,0,1325,1318,2643
BROOME,1994,-,1823,1821,3644,0,0,0,1823,1821,3644
BROOME,1995,35,3008,3004,6012,0,0,0,3008,3004,6012
BROOME,1996,28,3445,3457,6902,49,49,98,3494,3506,7000
BROOME,1997,37,2908,2927,5835,7,7,14,2915,2934,5849
BROOME,1998,38,2503,2506,5009,0,0,0,2503,2506,5009
BROOME,1999,37,2675,2671,5346,0,0,0,2675,2671,5346
BROOME,2000,32,3159,3156,6315,39,39,78,3198,3195,6393
BROOME,2001,30,2907,2910,5817,29,29,58,2936,2939,5875
BROOME,2002,-,2459,2458,4917,0,0,0,2459,2458,4917
BROOME,2003,28,2626,2628,5254,0,0,0,2626,2628,5254
BROOME,2004,26,2977,2974,5951,0,0,0,2977,2974,5951
BROOME,2005,26,3046,3039,6085,0,0,0,3046,3039,6085
BROOME,2006,26,2848,2842,5690,0,0,0,2848,2842,5690
BROOME,2007,27,2777,2774,5551,0,0,0,2777,2774,5551
BROOME,2008,28,2510,2516,5026,0,0,0,2510,2516,5026
BROOME,2009,25,2799,2804,5603,0,0,0,2799,2804,5603
BROOME,2010,25,2873,2919,5792,0,0,0,2873,2919,5792
BROOME,2011,27,2854,2892,5746,0,0,0,2854,2892,5746
BROOME,2012,30,2803,2852,5655,0,0,0,2803,2852,5655
BROOME,2013,30,2872,2920,5792,0,0,0,2872,2920,5792
BROOME,2014,32,2601,2653,5254,0,0,0,2601,2653,5254
BROOME,2015,-,2433,2452,4885,0,0,0,2433,2452,4885
BROOME,2016,-,2356,2356,4712,0,0,0,2356,2356,4712
BUNDABERG,1985,22,3483,3502,6985,0,0,0,3483,3502,6985
BUNDABERG,1986,24,3312,3292,6604,0,0,0,3312,3292,6604
BUNDABERG,1987,30,2650,2672,5322,0,0,0,2650,2672,5322
BUNDABERG,1988,30,2797,2893,5690,0,0,0,2797,2893,5690
BUNDABERG,1989,12,4507,4525,9032,0,0,0,4507,4525,9032
BUNDABERG,1990,15,4337,4349,8686,0,0,0,4337,4349,8686
BUNDABERG,1991,25,3725,3707,7432,0,0,0,3725,3707,7432
BUNDABERG,1992,17,4800,4821,9621,0,0,0,4800,4821,9621
BUNDABERG,1993,22,4342,4359,8701,0,0,0,4342,4359,8701
BUNDABERG,1994,23,4137,4136,8273,0,0,0,4137,4136,8273
BUNDABERG,1995,27,3629,3617,7246,0,0,0,3629,3617,7246
BUNDABERG,1996,29,3481,3477,6958,0,0,0,3481,3477,6958
BUNDABERG,1997,29,3290,3288,6578,0,0,0,3290,3288,6578
BUNDABERG,1998,34,3245,3237,6482,0,0,0,3245,3237,6482
BUNDABERG,1999,33,3057,3058,6115,0,0,0,3057,3058,6115
BUNDABERG,2000,34,2956,2952,5908,0,0,0,2956,2952,5908
BUNDABERG,2001,-,2467,2452,4919,0,0,0,2467,2452,4919
BUNDABERG,2002,-,1450,1450,2900,0,0,0,1450,1450,2900
BUNDABERG,2003,-,1276,1273,2549,0,0,0,1276,1273,2549
BUNDABERG,2004,-,1331,1334,2665,0,0,0,1331,1334,2665
BUNDABERG,2005,-,1572,1572,3144,0,0,0,1572,1572,3144
BUNDABERG,2006,-,1553,1553,3106,0,0,0,1553,1553,3106
BUNDABERG,2007,-,1570,1567,3137,0,0,0,1570,1567,3137
BUNDABERG,2008,-,1409,1412,2821,0,0,0,1409,1412,2821
BUNDABERG,2009,-,1239,1240,2479,0,0,0,1239,1240,2479
BUNDABERG,2010,-,1370,1369,2739,0,0,0,1370,1369,2739
BUNDABERG,2011,-,1369,1367,2736,0,0,0,1369,1367,2736
BUNDABERG,2012,-,1435,1434,2869,0,0,0,1435,1434,2869
BUNDABERG,2013,-,1687,1687,3374,0,0,0,1687,1687,3374
BUNDABERG,2014,-,1873,1873,3746,0,0,0,1873,1873,3746
BUNDABERG,2015,-,2008,2006,4014,0,0,0,2008,2006,4014
BUNDABERG,2016,-,1955,1954,3909,0,0,0,1955,1954,3909
BURNIE,1985,18,4958,4944,9902,0,0,0,4958,4944,9902
BURNIE,1986,20,4317,4345,8662,0,0,0,4317,4345,8662
BURNIE,1987,21,3852,3851,7703,0,0,0,3852,3851,7703
BURNIE,1988,22,3382,3373,6755,0,0,0,3382,3373,6755
BURNIE,1989,17,3666,3618,7284,0,0,0,3666,3618,7284
BURNIE,1990,17,4208,4186,8394,0,0,0,4208,4186,8394
BURNIE,1991,24,3901,3726,7627,0,0,0,3901,3726,7627
BURNIE,1992,23,4101,4108,8209,0,0,0,4101,4108,8209
BURNIE,1993,26,4026,4012,8038,0,0,0,4026,4012,8038
BURNIE,1994,20,4279,4279,8558,0,0,0,4279,4279,8558
BURNIE,1995,23,4425,4436,8861,0,0,0,4425,4436,8861
BURNIE,1996,22,4561,4542,9103,0,0,0,4561,4542,9103
BURNIE,1997,26,3596,3594,7190,0,0,0,3596,3594,7190
BURNIE,1998,20,4867,4865,9732,0,0,0,4867,4865,9732
BURNIE,1999,22,4689,4694,9383,0,0,0,4689,4694,9383
BURNIE,2000,25,3828,3827,7655,0,0,0,3828,3827,7655
BURNIE,2001,34,2549,2549,5098,0,0,0,2549,2549,5098
BURNIE,2002,29,2734,2747,5481,0,0,0,2734,2747,5481
BURNIE,2003,-,2179,2179,4358,0,0,0,2179,2179,4358
BURNIE,2004,27,2912,2914,5826,0,0,0,2912,2914,5826
BURNIE,2005,20,3656,3654,7310,0,0,0,3656,3654,7310
BURNIE,2006,23,3338,3336,6674,0,0,0,3338,3336,6674
BURNIE,2007,22,3323,3320,6643,0,0,0,3323,3320,6643
BURNIE,2008,20,3432,3431,6863,0,0,0,3432,3431,6863
BURNIE,2009,26,2697,2692,5389,0,0,0,2697,2692,5389
BURNIE,2010,-,1852,1848,3700,0,0,0,1852,1848,3700
BURNIE,2011,-,1646,1646,3292,0,0,0,1646,1646,3292
BURNIE,2012,-,2134,2129,4263,0,0,0,2134,2129,4263
BURNIE,2013,-,1985,1972,3957,0,0,0,1985,1972,3957
BURNIE,2014,-,1939,1944,3883,0,0,0,1939,1944,3883
BURNIE,2015,-,1972,1970,3942,0,0,0,1972,1970,3942
BURNIE,2016,-,1987,1956,3943,0,0,0,1987,1956,3943
CAIRNS,1985,10,5258,5305,10563,428,429,857,5686,5734,11420
CAIRNS,1986,10,5980,6051,12031,521,518,1039,6501,6569,13070
CAIRNS,1987,9,7314,7405,14719,731,725,1456,8045,8130,16175
CAIRNS,1988,8,8160,8081,16241,1157,1160,2317,9317,9241,18558
CAIRNS,1989,8,6844,6813,13657,1577,1567,3144,8421,8380,16801
CAIRNS,1990,6,7951,7916,15867,1856,1858,3714,9807,9774,19581
CAIRNS,1991,6,12509,12506,25015,2611,2606,5217,15120,15112,30232
CAIRNS,1992,6,13323,13292,26615,3838,3838,7676,17161,17130,34291
CAIRNS,1993,6,14051,14014,28065,4430,4414,8844,18481,18428,36909
CAIRNS,1994,6,15713,15762,31475,4722,4661,9383,20435,20423,40858
CAIRNS,1995,6,16639,16595,33234,4691,4696,9387,21330,21291,42621
CAIRNS,1996,6,16887,16845,33732,4973,5002,9975,21860,21847,43707
CAIRNS,1997,6,17032,17040,34072,4503,4553,9056,21535,21593,43128
CAIRNS,1998,6,17011,17011,34022,3798,3808,7606,20809,20819,41628
CAIRNS,1999,6,17022,17053,34075,3632,3605,7237,20654,20658,41312
CAIRNS,2000,7,17725,17724,35449,3193,3166,6359,20918,20890,41808
CAIRNS,2001,7,16217,16246,32463,2971,2933,5904,19188,19179,38367
CAIRNS,2002,6,15109,15046,30155,3513,3516,7029,18622,18562,37184
CAIRNS,2003,6,15974,15944,31918,3682,3698,7380,19656,19642,39298
CAIRNS,2004,6,17907,17900,35807,4348,4346,8694,22255,22246,44501
CAIRNS,2005,6,19213,19180,38393,4156,4154,8310,23369,23334,46703
CAIRNS,2006,6,18510,18450,36960,4122,4120,8242,22632,22570,45202
CAIRNS,2007,6,17950,17936,35886,3906,3900,7806,21856,21836,43692
CAIRNS,2008,7,17834,17814,35648,3763,3769,7532,21597,21583,43180
CAIRNS,2009,7,16269,16279,32548,2435,2425,4860,18704,18704,37408
CAIRNS,2010,7,17876,17766,35642,2763,2782,5545,20639,20548,41187
CAIRNS,2011,7,18543,18481,37024,3022,3020,6042,21565,21501,43066
CAIRNS,2012,6,19336,19398,38734,2867,2809,5676,22203,22207,44410
CAIRNS,2013,6,19916,20045,39961,2844,2717,5561,22760,22762,45522
CAIRNS,2014,6,19442,19515,38957,2594,2548,5142,22036,22063,44099
CAIRNS,2015,6,20229,20256,40485,2799,2789,5588,23028,23045,46073
CAIRNS,2016,6,21422,21427,42849,3232,3237,6469,24654,24664,49318
CANBERRA,1985,6,9760,9699,19459,0,0,0,9760,9699,19459
CANBERRA,1986,6,10595,10613,21208,0,0,0,10595,10613,21208
CANBERRA,1987,6,11050,11048,22098,0,0,0,11050,11048,22098
CANBERRA,1988,7,10439,10457,20896,0,0,0,10439,10457,20896
CANBERRA,1989,7,8565,8652,17217,0,0,0,8565,8652,17217
CANBERRA,1990,8,9596,9644,19240,0,0,0,9596,9644,19240
CANBERRA,1991,8,12148,12142,24290,0,0,0,12148,12142,24290
CANBERRA,1992,7,13687,13683,27370,0,0,0,13687,13683,27370
CANBERRA,1993,7,14794,14774,29568,0,0,0,14794,14774,29568
CANBERRA,1994,7,17119,17105,34224,0,0,0,17119,17105,34224
CANBERRA,1995,7,18112,18058,36170,0,0,0,18112,18058,36170
CANBERRA,1996,7,19087,19009,38096,0,0,0,19087,19009,38096
CANBERRA,1997,7,19136,19112,38248,0,0,0,19136,19112,38248
CANBERRA,1998,7,19071,19039,38110,0,0,0,19071,19039,38110
CANBERRA,1999,7,19486,19488,38974,0,0,0,19486,19488,38974
CANBERRA,2000,6,22735,22859,45594,0,0,0,22735,22859,45594
CANBERRA,2001,6,24154,24167,48321,0,0,0,24154,24167,48321
CANBERRA,2002,7,18240,18219,36459,0,0,0,18240,18219,36459
CANBERRA,2003,7,18726,18670,37396,0,0,0,18726,18670,37396
CANBERRA,2004,7,20322,19980,40302,21,21,42,20343,20001,40344
CANBERRA,2005,7,18855,18645,37500,0,0,0,18855,18645,37500
CANBERRA,2006,7,19323,19087,38410,0,0,0,19323,19087,38410
CANBERRA,2007,7,19184,19001,38185,0,0,0,19184,19001,38185
CANBERRA,2008,6,22360,22171,44531,0,0,0,22360,22171,44531
CANBERRA,2009,6,22382,22344,44726,0,0,0,22382,22344,44726
CANBERRA,2010,6,21962,21932,43894,0,0,0,21962,21932,43894
CANBERRA,2011,6,21718,21633,43351,0,0,0,21718,21633,43351
CANBERRA,2012,7,21080,20937,42017,0,0,0,21080,20937,42017
CANBERRA,2013,7,20888,20812,41700,0,0,0,20888,20812,41700
CANBERRA,2014,7,19786,19685,39471,0,0,0,19786,19685,39471
CANBERRA,2015,8,18827,18763,37590,0,0,0,18827,18763,37590
CANBERRA,2016,8,18473,18403,36876,118,118,236,18591,18521,37112
CARNARVON,1985,-,753,855,1608,0,0,0,753,855,1608
CARNARVON,1986,-,693,715,1408,0,0,0,693,715,1408
CARNARVON,1987,-,585,587,1172,0,0,0,585,587,1172
CARNARVON,1988,-,482,485,967,0,0,0,482,485,967
CARNARVON,1989,-,341,342,683,0,0,0,341,342,683
CARNARVON,1990,-,439,440,879,0,0,0,439,440,879
CARNARVON,1991,-,453,455,908,0,0,0,453,455,908
CARNARVON,1992,-,453,454,907,0,0,0,453,454,907
CARNARVON,1993,-,433,433,866,0,0,0,433,433,866
CARNARVON,1994,-,422,422,844,0,0,0,422,422,844
CARNARVON,1995,-,553,558,1111,0,0,0,553,558,1111
CARNARVON,1996,-,670,672,1342,0,0,0,670,672,1342
CARNARVON,1997,-,564,566,1130,0,0,0,564,566,1130
CARNARVON,1998,-,457,460,917,0,0,0,457,460,917
CARNARVON,1999,-,380,386,766,0,0,0,380,386,766
CARNARVON,2000,-,448,453,901,0,0,0,448,453,901
CARNARVON,2001,-,407,406,813,0,0,0,407,406,813
CARNARVON,2002,-,411,415,826,0,0,0,411,415,826
CARNARVON,2003,-,474,478,952,0,0,0,474,478,952
CARNARVON,2004,-,443,442,885,0,0,0,443,442,885
CARNARVON,2005,-,386,400,786,0,0,0,386,400,786
CARNARVON,2006,-,446,445,891,0,0,0,446,445,891
CARNARVON,2007,-,489,486,975,0,0,0,489,486,975
CARNARVON,2008,-,434,434,868,0,0,0,434,434,868
CARNARVON,2009,-,532,544,1076,0,0,0,532,544,1076
CARNARVON,2010,-,511,523,1034,0,0,0,511,523,1034
CARNARVON,2011,-,547,548,1095,0,0,0,547,548,1095
CARNARVON,2012,-,562,562,1124,0,0,0,562,562,1124
CARNARVON,2013,-,594,595,1189,0,0,0,594,595,1189
CARNARVON,2014,-,509,510,1019,0,0,0,509,510,1019
CARNARVON,2015,-,565,565,1130,0,0,0,565,565,1130
CARNARVON,2016,-,496,497,993,0,0,0,496,497,993
CEDUNA,1985,-,259,259,518,0,0,0,259,259,518
CEDUNA,1986,-,69,69,138,0,0,0,69,69,138
CEDUNA,1987,-,293,326,619,0,0,0,293,326,619
CEDUNA,1988,-,304,305,609,0,0,0,304,305,609
CEDUNA,1989,-,301,297,598,0,0,0,301,297,598
CEDUNA,1990,-,300,345,645,0,0,0,300,345,645
CEDUNA,1991,-,324,322,646,0,0,0,324,322,646
CEDUNA,1992,-,342,341,683,0,0,0,342,341,683
CEDUNA,1993,-,343,343,686,0,0,0,343,343,686
CEDUNA,1994,-,348,348,696,0,0,0,348,348,696
CEDUNA,1995,-,345,345,690,0,0,0,345,345,690
CEDUNA,1996,-,589,588,1177,0,0,0,589,588,1177
CEDUNA,1997,-,658,657,1315,0,0,0,658,657,1315
CEDUNA,1998,-,636,634,1270,0,0,0,636,634,1270
CEDUNA,1999,-,519,519,1038,0,0,0,519,519,1038
CEDUNA,2000,-,417,417,834,0,0,0,417,417,834
CEDUNA,2001,-,401,401,802,0,0,0,401,401,802
CEDUNA,2002,-,407,407,814,0,0,0,407,407,814
CEDUNA,2003,-,505,504,1009,0,0,0,505,504,1009
CEDUNA,2004,-,482,482,964,0,0,0,482,482,964
CEDUNA,2005,-,552,552,1104,0,0,0,552,552,1104
CEDUNA,2006,-,612,612,1224,0,0,0,612,612,1224
CEDUNA,2007,-,605,605,1210,0,0,0,605,605,1210
CEDUNA,2008,-,601,601,1202,0,0,0,601,601,1202
CEDUNA,2009,-,591,591,1182,0,0,0,591,591,1182
CEDUNA,2010,-,603,603,1206,0,0,0,603,603,1206
CEDUNA,2011,-,595,595,1190,0,0,0,595,595,1190
CEDUNA,2012,-,598,598,1196,0,0,0,598,598,1196
CEDUNA,2013,-,587,586,1173,0,0,0,587,586,1173
CEDUNA,2014,-,582,581,1163,0,0,0,582,581,1163
CEDUNA,2015,-,581,581,1162,0,0,0,581,581,1162
CEDUNA,2016,-,589,590,1179,0,0,0,589,590,1179
CHARLEVILLE,1985,-,366,368,734,0,0,0,366,368,734
CHARLEVILLE,1986,-,380,380,760,0,0,0,380,380,760
CHARLEVILLE,1987,-,238,239,477,0,0,0,238,239,477
CHARLEVILLE,1988,-,0,0,0,0,0,0,0,0,0
CHARLEVILLE,1989,-,0,0,0,0,0,0,0,0,0
CHARLEVILLE,1990,-,0,0,0,0,0,0,0,0,0
CHARLEVILLE,1991,-,377,378,755,0,0,0,377,378,755
CHARLEVILLE,1992,-,551,550,1101,0,0,0,551,550,1101
CHARLEVILLE,1993,-,643,641,1284,0,0,0,643,641,1284
CHARLEVILLE,1994,-,650,650,1300,0,0,0,650,650,1300
CHARLEVILLE,1995,-,613,612,1225,0,0,0,613,612,1225
CHARLEVILLE,1996,-,585,585,1170,0,0,0,585,585,1170
CHARLEVILLE,1997,-,576,576,1152,0,0,0,576,576,1152
CHARLEVILLE,1998,-,616,617,1233,0,0,0,616,617,1233
CHARLEVILLE,1999,-,574,573,1147,0,0,0,574,573,1147
CHARLEVILLE,2000,-,589,592,1181,0,0,0,589,592,1181
CHARLEVILLE,2001,-,527,516,1043,0,0,0,527,516,1043
CHARLEVILLE,2002,-,570,570,1140,0,0,0,570,570,1140
CHARLEVILLE,2003,-,570,570,1140,0,0,0,570,570,1140
CHARLEVILLE,2004,-,576,576,1152,0,0,0,576,576,1152
CHARLEVILLE,2005,-,571,571,1142,0,0,0,571,571,1142
CHARLEVILLE,2006,-,572,573,1145,0,0,0,572,573,1145
CHARLEVILLE,2007,-,571,570,1141,0,0,0,571,570,1141
CHARLEVILLE,2008,-,542,543,1085,0,0,0,542,543,1085
CHARLEVILLE,2009,-,370,370,740,0,0,0,370,370,740
CHARLEVILLE,2010,-,471,471,942,0,0,0,471,471,942
CHARLEVILLE,2011,-,598,641,1239,0,0,0,598,641,1239
CHARLEVILLE,2012,-,578,578,1156,0,0,0,578,578,1156
CHARLEVILLE,2013,-,572,573,1145,0,0,0,572,573,1145
CHARLEVILLE,2014,-,572,574,1146,0,0,0,572,574,1146
CHARLEVILLE,2015,-,573,571,1144,0,0,0,573,571,1144
CHARLEVILLE,2016,-,574,574,1148,0,0,0,574,574,1148
CHRISTMAS ISLAND,1985,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1986,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1987,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1988,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1989,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1990,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1991,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1992,-,0,0,0,0,0,0,0,0,0
CHRISTMAS ISLAND,1993,-,44,45,89,52,52,104,96,97,193
CHRISTMAS ISLAND,1994,-,125,125,250,271,272,543,396,397,793
CHRISTMAS ISLAND,1995,-,127,127,254,282,278,560,409,405,814
CHRISTMAS ISLAND,1996,-,127,127,254,251,251,502,378,378,756
CHRISTMAS ISLAND,1997,-,123,123,246,76,75,151,199,198,397
CHRISTMAS ISLAND,1998,-,87,88,175,50,50,100,137,138,275
CHRISTMAS ISLAND,1999,-,78,79,157,0,0,0,78,79,157
CHRISTMAS ISLAND,2000,-,86,85,171,0,0,0,86,85,171
CHRISTMAS ISLAND,2001,-,103,104,207,0,0,0,103,104,207
CHRISTMAS ISLAND,2002,-,140,139,279,0,0,0,140,139,279
CHRISTMAS ISLAND,2003,-,130,131,261,0,0,0,130,131,261
CHRISTMAS ISLAND,2004,-,136,135,271,0,0,0,136,135,271
CHRISTMAS ISLAND,2005,-,123,123,246,0,0,0,123,123,246
CHRISTMAS ISLAND,2006,-,130,130,260,0,0,0,130,130,260
CHRISTMAS ISLAND,2007,-,166,166,332,4,4,8,170,170,340
CHRISTMAS ISLAND,2008,-,144,143,287,22,22,44,166,165,331
CHRISTMAS ISLAND,2009,-,168,168,336,0,0,0,168,168,336
CHRISTMAS ISLAND,2010,-,188,188,376,0,0,0,188,188,376
CHRISTMAS ISLAND,2011,-,298,291,589,0,0,0,298,291,589
CHRISTMAS ISLAND,2012,-,352,348,700,0,0,0,352,348,700
CHRISTMAS ISLAND,2013,-,358,351,709,0,0,0,358,351,709
CHRISTMAS ISLAND,2014,-,348,344,692,0,0,0,348,344,692
CHRISTMAS ISLAND,2015,-,132,132,264,0,0,0,132,132,264
CHRISTMAS ISLAND,2016,-,111,111,222,0,0,0,111,111,222
CLONCURRY,1985,-,302,300,602,0,0,0,302,300,602
CLONCURRY,1986,-,309,309,618,0,0,0,309,309,618
CLONCURRY,1987,-,128,127,255,0,0,0,128,127,255
CLONCURRY,1988,-,0,0,0,0,0,0,0,0,0
CLONCURRY,1989,-,0,0,0,0,0,0,0,0,0
CLONCURRY,1990,-,0,0,0,0,0,0,0,0,0
CLONCURRY,1991,-,233,237,470,0,0,0,233,237,470
CLONCURRY,1992,-,217,216,433,0,0,0,217,216,433
CLONCURRY,1993,-,229,229,458,0,0,0,229,229,458
CLONCURRY,1994,-,246,246,492,0,0,0,246,246,492
CLONCURRY,1995,-,289,289,578,0,0,0,289,289,578
CLONCURRY,1996,-,449,449,898,0,0,0,449,449,898
CLONCURRY,1997,-,555,553,1108,0,0,0,555,553,1108
CLONCURRY,1998,-,904,902,1806,0,0,0,904,902,1806
CLONCURRY,1999,-,1352,1353,2705,0,0,0,1352,1353,2705
CLONCURRY,2000,-,1302,1308,2610,0,0,0,1302,1308,2610
CLONCURRY,2001,-,981,982,1963,0,0,0,981,982,1963
CLONCURRY,2002,-,884,885,1769,0,0,0,884,885,1769
CLONCURRY,2003,-,668,670,1338,0,0,0,668,670,1338
CLONCURRY,2004,-,369,371,740,0,0,0,369,371,740
CLONCURRY,2005,-,342,342,684,0,0,0,342,342,684
CLONCURRY,2006,-,338,336,674,0,0,0,338,336,674
CLONCURRY,2007,-,388,387,775,0,0,0,388,387,775
CLONCURRY,2008,-,433,439,872,0,0,0,433,439,872
CLONCURRY,2009,-,417,396,813,0,0,0,417,396,813
CLONCURRY,2010,-,520,571,1091,0,0,0,520,571,1091
CLONCURRY,2011,-,454,497,951,0,0,0,454,497,951
CLONCURRY,2012,-,362,405,767,0,0,0,362,405,767
CLONCURRY,2013,-,377,424,801,0,0,0,377,424,801
CLONCURRY,2014,-,463,517,980,0,0,0,463,517,980
CLONCURRY,2015,-,461,515,976,0,0,0,461,515,976
CLONCURRY,2016,-,497,551,1048,0,0,0,497,551,1048
COCOS ISLAND,1985,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1986,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1987,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1988,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1989,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1990,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1991,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1992,-,0,0,0,0,0,0,0,0,0
COCOS ISLAND,1993,-,33,34,67,0,0,0,33,34,67
COCOS ISLAND,1994,-,104,104,208,0,0,0,104,104,208
